Temps(s),Température air (°C),Température point de rosée (°C),Nature des précipitations,Vitesse du vent (m/s),Rayonnement global (W/m2),Rayonnement atmosphérique (W/m2)
6674400.00,12.41,7.54,0.00,1.01,0.00,330.45
6678000.00,11.94,7.51,0.00,0.30,0.00,310.64
6681600.00,11.69,7.35,0.09,0.00,0.00,310.55
6685200.00,11.53,7.66,0.00,0.00,29.55,316.73
6688800.00,12.69,8.18,0.00,1.01,221.64,294.27
6692400.00,14.30,7.35,0.00,1.26,365.09,287.27
6696000.00,14.96,6.49,0.00,1.49,418.73,316.27
6699600.00,15.56,6.56,0.00,1.89,472.45,337.91
6703200.00,16.05,6.34,0.00,1.72,411.36,341.27
6706800.00,17.56,5.47,0.00,1.82,722.45,313.09
6710400.00,18.08,5.13,0.00,2.07,441.45,329.91
6714000.00,18.70,5.80,0.00,1.64,558.00,329.91
6717600.00,18.24,6.91,0.00,2.05,314.00,344.00
6721200.00,17.73,7.31,0.00,2.65,280.36,338.09
6724800.00,17.38,7.47,0.00,2.63,294.18,316.18
6728400.00,16.27,6.93,0.00,2.10,78.36,342.18
6732000.00,15.56,6.36,0.00,1.39,10.82,346.00
6735600.00,14.79,7.00,0.00,0.20,0.00,339.64
6739200.00,14.08,7.85,0.00,1.06,0.00,329.36
6742800.00,13.45,7.46,0.00,0.58,0.00,315.27
6746400.00,12.91,7.42,0.00,0.00,0.00,310.91
6750000.00,12.66,7.44,0.00,0.00,0.00,302.45
6753600.00,12.21,7.29,0.00,0.61,0.00,310.27
6757200.00,12.03,7.20,0.00,0.40,0.00,324.00
6760800.00,11.61,6.99,0.00,0.00,0.00,305.82
6764400.00,11.09,7.03,0.00,0.00,0.00,319.27
6768000.00,10.71,6.90,0.18,0.20,0.00,305.91
6771600.00,10.78,6.80,0.00,0.20,45.55,271.82
6775200.00,12.40,6.85,0.00,0.30,209.18,262.09
6778800.00,13.47,7.02,0.00,1.34,262.91,281.91
6782400.00,14.55,7.42,0.00,1.31,344.18,324.36
6786000.00,16.02,7.45,0.00,1.64,649.00,295.91
6789600.00,17.34,6.66,0.00,1.72,645.00,319.91
6793200.00,17.63,5.52,0.00,1.39,469.27,339.00
6796800.00,18.27,5.14,0.00,1.84,603.27,333.55
6800400.00,17.94,6.24,0.00,1.57,359.55,344.73
6804000.00,16.70,7.04,0.00,2.15,154.73,347.36
6807600.00,16.27,6.86,0.00,1.72,189.00,347.82
6811200.00,16.07,7.56,0.00,1.72,141.82,333.73
6814800.00,15.81,6.65,0.00,0.96,112.73,316.18
6818400.00,15.28,6.00,0.00,0.71,4.73,349.45
6822000.00,14.10,7.23,0.00,0.73,0.00,349.64
6825600.00,12.87,6.66,0.00,0.30,0.00,343.36
6829200.00,12.26,6.85,0.00,0.00,0.00,336.27
6832800.00,12.09,6.93,0.00,0.00,0.00,343.09
6836400.00,11.91,7.31,0.00,0.00,0.00,337.64
6840000.00,11.24,7.42,0.00,0.00,0.00,316.55
6843600.00,9.90,7.15,0.00,0.00,0.00,264.82
6847200.00,7.71,5.66,0.00,0.00,0.00,259.18
6850800.00,6.74,5.05,0.00,0.00,0.00,276.00
6854400.00,6.07,4.47,0.00,0.00,0.00,283.18
6858000.00,6.96,5.47,0.00,0.00,9.36,344.55
6861600.00,9.12,7.48,0.00,0.00,92.73,350.18
6865200.00,11.17,8.33,0.00,0.51,199.18,326.45
6868800.00,13.46,7.20,0.00,0.68,510.64,295.73
6872400.00,14.91,5.83,0.00,1.67,515.73,309.73
6876000.00,14.39,6.25,0.00,2.27,422.27,342.27
6879600.00,14.75,5.95,0.00,1.67,381.27,344.82
6883200.00,13.16,6.67,0.09,2.35,220.00,345.27
6886800.00,13.81,6.69,0.00,1.49,392.45,328.27
6890400.00,15.21,6.55,0.00,1.64,340.27,343.73
6894000.00,15.44,6.30,0.00,1.89,277.00,337.36
6897600.00,13.98,7.41,0.09,1.64,168.18,344.45
6901200.00,13.97,8.03,0.00,0.30,168.91,284.09
6904800.00,13.39,8.14,0.00,0.00,17.55,295.82
6908400.00,11.42,7.48,0.00,0.00,0.00,266.27
6912000.00,9.27,6.66,0.00,0.00,0.00,273.82
6915600.00,7.93,5.85,0.00,0.00,0.00,261.91
6919200.00,6.83,5.08,0.00,0.00,0.00,257.45
6922800.00,5.65,4.03,0.00,0.00,0.00,243.73
6926400.00,4.47,2.93,0.00,0.00,0.00,252.36
6930000.00,4.21,2.80,0.00,0.00,0.00,293.27
6933600.00,4.72,3.38,0.00,0.00,0.00,317.00
6937200.00,6.47,5.22,0.00,0.00,0.00,318.73
6940800.00,7.37,6.07,0.00,0.00,0.00,328.55
6944400.00,7.55,6.28,0.00,0.00,21.27,326.09
6948000.00,8.68,7.36,0.00,0.00,68.09,334.55
6951600.00,10.87,7.99,0.00,1.26,200.55,300.55
6955200.00,12.93,7.26,0.00,2.95,457.00,281.18
6958800.00,14.50,7.34,0.00,2.05,547.36,291.09
6962400.00,15.99,7.71,0.00,3.01,774.18,308.91
6966000.00,16.50,7.44,0.00,3.28,507.91,329.73
6969600.00,16.69,7.32,0.00,3.03,334.55,346.09
6973200.00,16.83,7.12,0.00,2.65,233.45,351.45
6976800.00,16.86,7.13,0.00,2.55,172.18,360.91
6980400.00,16.20,7.60,0.00,2.53,109.00,359.55
6984000.00,15.67,7.92,0.00,2.15,28.36,360.45
6987600.00,15.24,8.29,0.00,0.68,8.36,357.27
6991200.00,14.82,8.62,0.00,0.00,0.00,358.00
6994800.00,14.27,8.74,0.00,0.00,0.00,352.36
6998400.00,13.21,8.81,0.00,0.00,0.00,302.55
7002000.00,10.82,8.06,0.00,0.00,0.00,263.45
7005600.00,8.65,6.71,0.00,0.00,0.00,259.27
7009200.00,7.06,5.38,0.00,0.00,0.00,255.09
7012800.00,6.00,4.47,0.00,0.00,0.00,253.82
7016400.00,5.13,3.67,0.00,0.00,0.00,247.82
7020000.00,4.29,2.89,0.00,0.00,0.00,277.00
7023600.00,4.29,3.05,0.18,0.00,0.00,316.09
7027200.00,4.75,3.65,0.36,0.00,0.00,333.18
7030800.00,5.00,4.00,0.18,0.00,16.18,334.09
7034400.00,5.68,4.78,0.00,0.00,90.55,336.27
7038000.00,6.80,5.96,0.00,0.00,193.73,339.73
7041600.00,9.22,8.46,0.00,0.00,458.55,294.27
7045200.00,14.44,9.03,0.00,0.00,713.18,264.00
7048800.00,17.56,4.82,0.00,0.58,767.64,274.73
7052400.00,19.11,5.45,0.00,0.51,879.45,279.00
7056000.00,20.61,5.98,0.00,0.20,866.82,283.09
7059600.00,21.79,5.39,0.00,0.30,805.27,286.55
7063200.00,22.61,4.68,0.00,1.14,677.09,294.55
7066800.00,22.66,3.69,0.00,1.74,515.09,288.00
7070400.00,21.33,5.48,0.00,1.97,281.82,283.73
7074000.00,20.28,5.32,0.00,1.21,134.00,275.91
7077600.00,18.50,4.56,0.00,0.48,7.09,264.91
7081200.00,14.18,6.32,0.00,0.00,0.00,257.45
7084800.00,11.03,6.17,0.00,0.00,0.00,254.09
7088400.00,8.56,5.18,0.00,0.00,0.00,252.27
7092000.00,7.21,4.38,0.00,0.00,0.00,251.45
7095600.00,5.87,3.59,0.00,0.00,0.00,252.36
7099200.00,5.05,3.03,0.00,0.00,0.00,254.36
7102800.00,4.42,2.52,0.00,0.00,0.00,270.45
7106400.00,4.96,3.16,0.00,0.00,0.00,330.09
7110000.00,6.11,4.18,0.00,0.00,0.00,342.09
7113600.00,6.82,4.64,0.00,0.00,0.00,345.45
7117200.00,8.01,5.33,0.00,0.00,11.45,346.45
7120800.00,9.12,5.88,0.00,0.00,43.27,352.36
7124400.00,10.88,6.89,0.00,0.10,94.36,358.09
7128000.00,14.61,8.34,0.00,0.00,260.73,351.09
7131600.00,17.38,8.76,0.00,0.93,470.00,342.64
7135200.00,18.07,8.16,0.00,1.24,378.36,363.45
7138800.00,18.84,7.32,0.00,0.76,418.36,344.45
7142400.00,19.99,8.75,0.00,2.10,487.09,361.73
7146000.00,21.04,10.14,0.00,1.67,488.91,364.82
7149600.00,21.25,10.25,0.00,2.35,387.36,368.00
7153200.00,20.38,11.15,0.00,2.10,180.45,380.27
7156800.00,20.20,11.67,0.00,1.41,120.27,373.82
7160400.00,19.50,11.79,0.00,1.29,44.18,378.27
7164000.00,18.73,11.80,0.00,0.30,2.82,383.09
7167600.00,18.17,12.19,0.00,0.38,0.00,382.36
7171200.00,17.43,12.75,0.00,0.51,0.00,371.45
7174800.00,16.88,12.91,0.00,0.00,0.00,351.18
7178400.00,16.15,12.96,0.00,0.00,0.00,349.73
7182000.00,15.94,13.23,0.00,0.00,0.00,358.36
7185600.00,15.79,13.25,0.00,0.00,0.36,371.86
7189200.00,15.36,12.85,0.00,0.00,0.00,349.00
7192800.00,15.09,12.54,0.00,0.30,0.00,367.00
7196400.00,15.07,12.09,0.00,0.30,0.00,366.73
7200000.00,14.98,12.16,0.00,0.00,0.00,356.55
7203600.00,14.52,11.83,0.00,0.00,25.82,291.91
7207200.00,15.57,11.71,0.00,0.00,193.91,294.64
7210800.00,17.70,12.42,0.00,0.30,361.27,300.64
7214400.00,19.77,12.55,0.00,0.66,513.00,312.36
7218000.00,21.67,12.68,0.00,0.30,518.73,350.73
7221600.00,23.74,12.53,0.00,1.14,622.73,350.18
7225200.00,24.80,12.52,0.00,0.96,643.36,369.09
7228800.00,25.13,12.32,0.00,0.18,324.55,393.18
7232400.00,26.36,12.23,0.00,1.49,595.64,388.82
7236000.00,26.82,12.36,0.00,2.07,564.18,374.73
7239600.00,27.03,12.81,0.00,1.11,427.82,347.73
7243200.00,26.96,13.11,0.00,1.44,249.64,365.09
7246800.00,25.59,12.86,0.00,0.35,57.55,354.64
7250400.00,23.91,13.92,0.00,0.00,4.18,375.18
7254000.00,22.22,14.32,0.00,0.51,0.00,365.64
7257600.00,20.90,14.62,0.00,0.10,0.00,366.45
7261200.00,19.67,14.56,0.00,0.00,0.00,371.55
7264800.00,18.51,14.70,0.00,0.00,0.00,365.64
7268400.00,17.77,14.51,0.00,0.00,0.00,350.82
7272000.00,16.32,13.94,0.00,0.00,0.00,320.36
7275600.00,14.97,13.18,0.00,0.00,0.00,314.68
7279200.00,14.31,12.73,0.00,0.00,0.00,352.64
7282800.00,14.66,13.05,0.00,0.20,0.00,353.00
7286400.00,14.71,13.02,0.00,0.00,0.00,321.09
7290000.00,13.66,12.15,0.00,0.00,11.18,300.82
7293600.00,14.60,13.01,0.00,0.00,113.91,341.73
7297200.00,17.26,14.35,0.27,0.00,138.73,381.00
7300800.00,17.67,15.27,0.00,0.10,204.64,375.27
7304400.00,20.26,15.87,0.00,0.10,432.64,365.64
7308000.00,21.88,15.98,0.00,0.20,719.27,337.27
7311600.00,24.12,15.68,0.00,0.51,837.45,355.36
7315200.00,25.49,15.37,0.00,0.96,557.91,365.64
7318800.00,25.93,14.79,0.00,0.78,238.45,376.00
7322400.00,25.09,14.72,0.00,1.36,376.18,376.09
7326000.00,26.09,14.43,0.00,0.30,326.64,353.27
7329600.00,26.56,13.74,0.00,1.54,213.55,366.55
7333200.00,25.70,13.57,0.00,2.05,95.09,361.18
7336800.00,23.99,13.71,0.00,1.04,8.09,322.82
7340400.00,20.49,13.97,0.00,0.00,0.00,312.18
7344000.00,17.90,13.45,0.00,0.00,0.00,307.64
7347600.00,15.81,12.84,0.00,0.00,0.00,305.91
7351200.00,14.47,12.15,0.00,0.00,0.00,304.36
7354800.00,13.36,11.43,0.00,0.00,0.00,300.45
7358400.00,12.34,10.69,0.00,0.00,0.00,296.73
7362000.00,11.48,9.94,0.00,0.00,0.00,293.91
7365600.00,10.86,9.40,0.00,0.00,0.00,294.64
7369200.00,10.62,9.34,0.00,0.00,0.00,339.64
7372800.00,11.12,10.04,0.00,0.00,0.00,354.55
7376400.00,11.23,10.29,0.00,0.00,14.36,354.55
7380000.00,11.55,10.71,0.00,0.00,89.55,353.82
7383600.00,13.05,12.28,0.00,0.00,215.00,356.55
7387200.00,16.72,14.89,0.00,0.00,525.55,304.55
7390800.00,22.24,15.37,0.00,0.20,672.82,317.64
7394400.00,25.52,14.64,0.00,0.66,769.09,329.18
7398000.00,27.48,12.37,0.00,1.19,821.36,335.45
7401600.00,28.57,11.51,0.00,1.11,815.18,338.45
7405200.00,29.67,10.46,0.00,0.58,744.91,336.09
7408800.00,30.10,8.57,0.00,1.57,647.45,332.18
7412400.00,29.97,9.64,0.00,1.31,496.09,331.27
7416000.00,29.65,8.60,0.00,1.29,321.45,325.36
7419600.00,28.42,9.00,0.00,1.87,124.36,318.00
7423200.00,25.56,10.98,0.00,0.20,3.36,313.36
7426800.00,20.90,12.14,0.00,0.00,0.00,309.55
7430400.00,17.85,11.93,0.00,0.00,0.00,301.91
7434000.00,15.56,11.60,0.00,0.00,0.00,295.82
7437600.00,13.84,10.89,0.00,0.00,0.00,291.36
7441200.00,12.44,10.10,0.00,0.00,0.00,285.82
7444800.00,11.33,9.31,0.00,0.00,0.00,280.55
7448400.00,10.25,8.41,0.00,0.00,0.00,274.27
7452000.00,9.37,7.72,0.00,0.00,0.00,271.09
7455600.00,8.35,6.79,0.00,0.00,0.00,269.82
7459200.00,7.74,6.30,0.00,0.00,0.00,272.91
7462800.00,7.72,6.37,0.00,0.00,22.45,271.91
7466400.00,10.45,8.70,0.00,0.00,195.73,272.36
7470000.00,15.16,11.23,0.00,0.00,378.73,284.55
7473600.00,20.48,13.42,0.00,0.00,552.91,299.64
7477200.00,24.67,14.17,0.00,0.28,679.00,318.64
7480800.00,27.16,13.34,0.00,1.89,762.91,330.09
7484400.00,26.98,14.49,0.00,3.03,814.91,336.64
7488000.00,27.60,14.38,0.00,2.75,800.36,345.27
7491600.00,28.76,13.94,0.00,1.87,733.64,347.09
7495200.00,30.42,12.38,0.00,0.40,539.27,348.27
7498800.00,31.21,11.06,0.00,0.20,387.45,355.00
7502400.00,31.60,7.69,0.00,1.34,272.91,351.27
7506000.00,29.98,10.13,0.00,0.30,79.73,371.09
7509600.00,26.24,14.40,0.00,0.00,2.27,358.18
7513200.00,22.59,14.72,0.00,0.00,0.00,336.18
7516800.00,20.74,13.71,0.00,0.00,0.00,346.55
7520400.00,20.38,12.88,0.00,0.00,0.00,330.27
7524000.00,19.92,12.72,0.00,0.00,0.00,345.00
7527600.00,18.71,12.88,0.00,0.10,0.00,359.00
7531200.00,17.81,13.10,0.00,0.00,0.00,367.00
7534800.00,17.67,13.25,0.00,0.10,0.00,375.27
7538400.00,17.36,13.80,0.00,0.30,0.00,373.55
7542000.00,16.87,13.75,0.00,0.00,0.00,362.91
7545600.00,16.62,13.97,0.00,0.00,0.00,373.45
7549200.00,16.95,13.45,0.00,0.00,5.55,368.18
7552800.00,17.40,13.68,0.00,0.00,56.00,360.64
7556400.00,19.45,13.33,0.00,0.00,145.73,367.64
7560000.00,21.40,12.84,0.00,0.40,309.73,365.73
7563600.00,22.49,13.77,0.00,0.96,313.09,369.18
7567200.00,22.32,16.07,0.00,1.16,314.27,388.00
7570800.00,22.91,16.69,0.00,1.97,582.00,385.64
7574400.00,23.45,16.80,0.00,2.45,467.82,367.27
7578000.00,23.11,15.96,0.00,2.65,314.00,360.91
7581600.00,23.45,14.75,0.00,2.27,244.82,353.18
7585200.00,23.32,12.66,0.00,1.89,109.27,370.64
7588800.00,22.38,12.93,0.00,1.46,36.73,378.18
7592400.00,21.41,14.11,0.00,0.51,12.73,376.73
7596000.00,20.78,14.49,0.00,0.00,0.82,374.64
7599600.00,20.22,14.39,0.00,0.00,0.00,374.27
7603200.00,19.11,14.89,0.00,0.00,0.00,369.36
7606800.00,18.21,14.80,0.00,0.00,0.00,355.91
7610400.00,16.80,13.89,0.00,0.00,0.00,309.64
7614000.00,15.21,12.59,0.00,0.00,0.00,307.27
7617600.00,14.36,11.76,0.00,0.00,0.00,303.91
7621200.00,13.54,11.39,0.00,0.00,0.00,351.00
7624800.00,14.30,12.09,0.00,0.00,0.00,378.27
7628400.00,16.13,13.34,0.00,0.00,0.00,363.00
7632000.00,16.54,13.77,0.00,0.00,0.00,375.27
7635600.00,16.75,14.16,0.00,0.40,3.64,371.73
7639200.00,16.90,14.32,0.09,0.78,28.00,380.27
7642800.00,16.70,14.69,0.91,0.00,49.09,399.55
7646400.00,17.06,15.32,0.09,0.20,214.18,412.09
7650000.00,18.55,15.11,0.00,0.81,389.09,405.00
7653600.00,19.05,14.36,0.00,1.41,411.18,347.55
7657200.00,19.71,12.52,0.00,1.64,500.55,342.27
7660800.00,21.16,9.71,0.00,1.89,627.73,329.27
7664400.00,21.78,7.73,0.00,2.47,697.27,299.45
7668000.00,22.64,7.00,0.00,2.10,654.00,298.18
7671600.00,22.99,6.36,0.00,1.82,501.45,294.27
7675200.00,23.04,4.73,0.00,1.64,279.91,286.45
7678800.00,21.18,6.39,0.00,1.79,106.73,285.27
7682400.00,18.55,8.29,0.00,0.40,7.55,285.73
7686000.00,15.75,8.77,0.00,0.00,0.00,275.82
7689600.00,12.87,8.20,0.00,0.00,0.00,266.55
7693200.00,10.31,7.31,0.00,0.00,0.00,264.64
7696800.00,9.02,6.59,0.00,0.00,0.00,264.18
7700400.00,8.02,5.87,0.00,0.00,0.00,260.55
7704000.00,7.11,5.22,0.00,0.00,0.00,258.82
7707600.00,6.12,4.40,0.00,0.00,0.00,255.64
7711200.00,5.23,3.62,0.00,0.00,0.00,256.27
7714800.00,4.58,3.15,0.00,0.00,0.00,264.64
7718400.00,4.16,2.86,0.00,0.00,0.00,274.09
7722000.00,4.48,3.27,0.00,0.00,15.64,303.91
7725600.00,6.00,4.92,0.00,0.00,115.36,293.18
7729200.00,9.60,8.05,0.00,0.00,363.91,270.05
7732800.00,14.47,9.10,0.00,0.00,535.36,285.27
7736400.00,17.84,9.45,0.00,0.10,674.00,293.91
7740000.00,20.49,8.89,0.00,0.20,773.36,303.18
7743600.00,22.50,9.48,0.00,0.83,816.00,315.18
7747200.00,24.40,10.48,0.00,1.19,803.82,332.36
7750800.00,25.81,11.19,0.00,2.32,748.73,341.18
7754400.00,25.91,11.06,0.00,2.02,624.18,337.00
7758000.00,26.17,11.50,0.00,1.79,475.73,334.73
7761600.00,25.95,11.98,0.00,1.46,262.91,329.45
7765200.00,25.09,12.09,0.00,1.57,105.18,324.27
7768800.00,22.86,12.25,0.00,0.53,1.91,319.09
7772400.00,19.87,12.47,0.00,0.00,0.00,312.73
7776000.00,17.04,12.28,0.00,0.00,0.00,308.64
7779600.00,14.99,11.61,0.00,0.00,0.00,302.36
7783200.00,13.39,10.82,0.00,0.00,0.00,296.45
7786800.00,12.00,9.91,0.00,0.00,0.00,288.09
7790400.00,10.78,8.99,0.00,0.00,0.00,284.09
7794000.00,9.90,8.25,0.00,0.00,0.00,280.55
7797600.00,9.05,7.50,0.09,0.00,0.00,277.91
7801200.00,8.19,6.65,0.09,0.00,0.00,275.27
7804800.00,7.59,6.09,0.00,0.00,0.00,273.55
7808400.00,7.55,6.06,0.00,0.00,14.55,274.91
7812000.00,10.58,8.25,0.00,0.00,181.82,280.00
7815600.00,15.08,10.89,0.00,0.20,363.73,293.55
7819200.00,19.44,11.90,0.00,0.00,523.45,310.09
7822800.00,26.50,12.11,0.00,0.48,657.36,336.55
7826400.00,30.82,10.49,0.45,2.30,750.18,352.91
7830000.00,32.79,8.72,0.55,2.27,802.91,360.00
7833600.00,33.75,8.21,0.45,2.58,756.82,363.27
7837200.00,33.12,8.51,0.27,2.20,411.18,374.36
7840800.00,34.02,7.91,0.91,3.11,604.64,382.18
7844400.00,34.00,7.23,1.00,3.28,509.64,361.73
7848000.00,32.77,6.46,0.55,2.83,177.82,346.18
7851600.00,30.52,8.01,0.00,1.57,46.82,377.64
7855200.00,29.33,9.05,0.27,0.51,13.55,359.64
7858800.00,27.39,10.34,0.64,1.29,0.00,343.18
7862400.00,23.93,11.51,0.09,0.00,0.00,336.00
7866000.00,20.58,12.34,0.00,0.10,0.00,354.55
7869600.00,19.10,12.46,0.00,0.00,0.00,336.09
7873200.00,17.43,12.24,0.45,0.00,0.00,330.55
7876800.00,15.91,11.94,0.00,0.00,0.00,318.36
7880400.00,14.88,11.47,0.00,0.00,0.00,329.36
7884000.00,14.66,11.45,0.00,0.00,0.00,353.73
7887600.00,15.18,11.65,0.00,0.00,0.00,365.00
7891200.00,17.44,11.10,0.00,0.91,0.00,370.55
7894800.00,17.73,11.84,0.45,2.27,0.00,378.64
7898400.00,15.63,12.99,0.45,1.29,37.09,387.45
7902000.00,16.88,13.56,0.00,0.10,263.45,360.45
7905600.00,19.67,13.52,0.00,0.20,520.73,314.45
7909200.00,22.10,13.81,0.00,0.20,515.18,345.55
7912800.00,23.77,12.95,0.00,1.16,617.45,364.55
7916400.00,25.06,11.17,0.00,2.80,809.09,352.91
7920000.00,24.91,10.43,0.00,3.96,817.64,339.36
7923600.00,24.82,10.12,0.00,4.70,522.00,377.73
7927200.00,23.92,11.39,0.00,4.19,404.64,376.09
7930800.00,23.08,10.16,0.00,5.00,361.18,358.27
7934400.00,21.28,10.10,0.00,5.10,91.73,366.00
7938000.00,19.96,10.65,0.00,4.80,44.27,353.55
7941600.00,17.90,12.15,0.00,3.33,6.36,336.64
7945200.00,16.86,12.35,0.00,1.92,0.00,348.18
7948800.00,16.14,12.05,0.00,1.89,0.00,294.18
7952400.00,15.53,12.26,0.00,1.72,0.00,308.36
7956000.00,15.44,11.96,0.00,1.29,0.00,338.00
7959600.00,14.21,11.09,0.00,0.10,0.00,295.00
7963200.00,13.97,11.17,0.00,0.30,0.00,332.09
7966800.00,13.82,10.79,0.00,0.00,0.00,348.73
7970400.00,13.15,10.32,0.00,0.00,0.00,326.09
7974000.00,12.43,10.00,0.00,0.00,0.00,330.27
7977600.00,11.61,9.58,0.00,0.00,0.00,308.91
7981200.00,10.79,8.98,0.00,0.00,22.09,297.18
7984800.00,13.19,9.28,0.00,1.34,200.64,296.45
7988400.00,14.71,7.91,0.00,2.65,387.18,272.64
7992000.00,15.70,7.51,0.00,2.95,446.18,296.27
7995600.00,16.18,7.46,0.00,2.75,333.55,335.82
7999200.00,15.15,8.17,0.00,3.61,175.18,358.82
8002800.00,15.68,8.35,0.00,2.53,510.73,330.55
8006400.00,16.41,7.58,0.00,3.33,451.36,338.09
8010000.00,16.70,7.12,0.00,3.59,637.55,319.00
8013600.00,16.76,6.47,0.00,3.33,372.82,317.27
8017200.00,16.46,6.65,0.00,3.28,443.45,308.91
8020800.00,15.45,6.19,0.00,3.38,176.91,277.09
8024400.00,14.44,5.30,0.00,2.90,47.55,260.82
8028000.00,13.06,5.43,0.00,0.63,2.18,257.64
8031600.00,11.62,5.11,0.00,0.20,0.00,249.64
8035200.00,10.02,4.48,0.00,0.00,0.00,244.09
8038800.00,7.76,3.86,0.00,0.00,0.00,239.64
8042400.00,6.28,3.23,0.00,0.00,0.00,236.82
8046000.00,5.46,2.80,0.00,0.00,0.00,236.18
8049600.00,4.77,2.33,0.00,0.00,0.00,235.91
8053200.00,3.25,1.00,0.00,0.00,0.00,233.91
8056800.00,1.99,-0.02,0.00,0.00,0.00,232.18
8060400.00,1.18,-0.67,0.00,0.00,0.00,233.64
8064000.00,0.93,-0.84,0.00,0.00,0.00,233.55
8067600.00,0.80,-0.92,0.00,0.00,11.45,233.00
8071200.00,3.93,1.62,0.00,0.00,173.64,237.18
8074800.00,9.65,4.62,0.00,0.00,361.82,249.00
8078400.00,13.32,5.11,0.00,1.79,514.64,268.27
8082000.00,14.59,3.84,0.00,2.25,698.73,268.73
8085600.00,15.78,4.05,0.00,1.62,783.09,270.00
8089200.00,16.83,4.17,0.00,1.46,835.73,276.73
8092800.00,17.76,4.56,0.00,1.92,840.09,286.73
8096400.00,18.15,4.94,0.00,2.35,673.18,286.36
8100000.00,18.50,4.86,0.00,2.15,474.36,304.27
8103600.00,18.72,4.70,0.00,1.99,540.82,308.36
8107200.00,18.80,3.93,0.00,2.35,282.27,285.55
8110800.00,17.78,3.65,0.00,2.05,110.64,280.55
8114400.00,15.64,4.48,0.00,0.91,3.00,264.09
8118000.00,12.81,5.04,0.00,0.00,0.00,257.27
8121600.00,10.33,4.21,0.00,0.00,0.00,253.09
8125200.00,8.27,3.53,0.00,0.00,0.00,247.82
8128800.00,6.84,3.00,0.00,0.00,0.00,243.09
8132400.00,4.98,2.23,0.00,0.00,0.00,243.27
8136000.00,3.85,1.58,0.00,0.00,0.00,249.27
8139600.00,3.23,1.12,0.00,0.00,0.00,252.45
8143200.00,2.67,0.70,0.00,0.00,0.00,245.27
8146800.00,2.23,0.37,0.00,0.00,0.00,252.00
8150400.00,2.84,1.05,0.00,0.00,0.00,295.64
8154000.00,4.13,2.25,0.00,0.00,6.18,318.27
8157600.00,8.71,5.14,0.00,1.24,73.55,334.82
8161200.00,10.48,5.12,0.00,2.45,243.18,315.55
8164800.00,11.44,4.18,0.00,3.43,524.73,266.73
8168400.00,12.61,3.25,0.00,3.11,719.09,274.18
8172000.00,13.20,2.30,0.00,3.31,767.27,258.00
8175600.00,13.99,1.08,0.00,3.69,844.00,252.91
8179200.00,14.60,-0.19,0.00,4.12,836.91,252.18
8182800.00,15.06,-0.55,0.00,4.12,764.09,253.27
8186400.00,15.16,0.81,0.00,3.66,638.27,255.82
8190000.00,14.69,1.29,0.00,3.66,486.64,255.18
8193600.00,13.99,1.36,0.00,3.66,227.55,252.91
8197200.00,13.14,1.52,0.00,3.54,97.55,248.64
8200800.00,11.34,1.93,0.00,1.82,1.55,242.18
8204400.00,9.99,2.14,0.00,1.41,0.00,241.27
8208000.00,9.37,2.25,0.00,2.15,0.00,239.64
8211600.00,8.92,2.72,0.00,3.03,0.00,240.82
8215200.00,8.61,3.11,0.00,2.45,0.00,237.64
8218800.00,7.85,3.10,0.00,1.62,0.00,235.45
8222400.00,6.98,3.01,0.00,0.30,0.00,234.36
8226000.00,6.38,2.95,0.00,0.20,0.00,233.73
8229600.00,5.53,2.87,0.00,0.30,0.00,238.73
8233200.00,6.73,4.06,0.00,1.69,0.00,272.27
8236800.00,7.08,4.56,0.00,2.07,0.00,271.18
8240400.00,7.20,4.86,0.00,2.35,3.27,319.91
8244000.00,7.53,5.12,0.00,1.92,115.09,282.82
8247600.00,9.06,5.15,0.00,2.05,376.73,252.27
8251200.00,9.85,4.94,0.00,2.93,430.36,261.45
8254800.00,11.40,4.94,0.00,3.28,665.09,258.55
8258400.00,13.36,4.17,0.00,3.26,748.73,266.09
8262000.00,14.83,3.91,0.00,3.26,832.36,265.73
8265600.00,16.18,4.07,0.00,3.08,822.64,271.55
8269200.00,17.24,3.47,0.00,3.46,744.55,270.91
8272800.00,17.50,2.87,0.00,3.89,624.64,269.45
8276400.00,17.39,2.97,0.00,3.51,469.27,266.82
8280000.00,16.79,3.48,0.00,3.11,250.64,261.45
8283600.00,15.49,3.57,0.00,2.93,79.91,254.64
8287200.00,13.59,3.10,0.00,2.37,1.09,249.27
8290800.00,11.95,3.28,0.00,1.04,0.00,247.55
8294400.00,10.67,3.63,0.00,0.88,0.00,244.91
8298000.00,9.19,3.45,0.00,0.40,0.00,242.36
8301600.00,7.58,3.23,0.00,1.11,0.00,241.64
8305200.00,6.62,3.00,0.00,0.30,0.00,238.73
8308800.00,5.72,2.70,0.00,0.66,0.00,236.73
8312400.00,4.46,2.01,0.00,0.51,0.00,235.18
8316000.00,3.71,1.66,0.00,0.10,0.00,233.09
8319600.00,3.10,1.30,0.00,0.40,0.00,230.00
8323200.00,2.67,0.91,0.00,0.10,0.00,226.27
8326800.00,1.58,-0.16,0.00,0.00,7.73,223.27
8330400.00,4.31,1.91,0.00,0.00,171.09,228.27
8334000.00,8.52,3.47,0.00,0.00,366.91,238.27
8337600.00,13.16,4.59,0.00,0.40,534.64,251.73
